link,product_name,brand_name,price,img_url
https://www.glasses.com/gl-us/prada-linea-rossa/8056597374255,b'PS 04NV',Prada Linea Rossa,266.0,https://assets.glasses.com/is/image/Glasses/8056597374255__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/ralph-lauren/8053672758245,b'RL5099',Ralph Lauren,210.0,https://assets.glasses.com/is/image/Glasses/8053672758245__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/arnette/888392584748,b'AN7208 N\xc3\x84KKI',Arnette,89.0,https://assets.glasses.com/is/image/Glasses/888392584748__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/michael-kors/725125387835,b'MK4099 Innsbruck',Michael Kors,194.0,https://assets.glasses.com/is/image/Glasses/725125387835__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/oakley/888392591791,b'OX3218 Socket 5.5',Oakley,196.0,https://assets.glasses.com/is/image/Glasses/888392591791__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/coach/725125386371,b'HC5146',Coach,209.0,https://assets.glasses.com/is/image/Glasses/725125386371__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/armani-exchange/7895653245969,b'AX3098',Armani Exchange,119.0,https://assets.glasses.com/is/image/Glasses/7895653245969__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/polo-ralph-lauren/8056597721615,b'PH2255U',Polo Ralph Lauren,187.0,https://assets.glasses.com/is/image/Glasses/8056597721615__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/prada/8056597747868,b'PR 09ZV',Prada,405.0,https://assets.glasses.com/is/image/Glasses/8056597747868__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/costa-del-mar/97963957007,b'6S9107 Mainsail',Costa,262.0,https://assets.glasses.com/is/image/Glasses/97963957007__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/8056597806961,b'RA7152U',Ralph by Ralph Lauren,127.0,https://assets.glasses.com/is/image/Glasses/8056597806961__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/gucci/889652173832,b'GG0396O',Gucci,520.0,https://assets.glasses.com/is/image/Glasses/889652173832__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/polo-ralph-lauren/8056597162531,b'PH2218',Polo Ralph Lauren,154.0,https://assets.glasses.com/is/image/Glasses/8056597162531__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/starck/8056597423724,b'SH2053T',Starck,266.0,https://assets.glasses.com/is/image/Glasses/8056597423724__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/prada-linea-rossa/8056597246309,b'PS 02NV',Prada Linea Rossa,266.0,https://assets.glasses.com/is/image/Glasses/8056597246309__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/costa-del-mar/8056597584630,b'6A8014 Ocean Ridge 400',Costa,189.0,https://assets.glasses.com/is/image/Glasses/8056597584630__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/vogue-eyewear/8056597602129,b'VO5420',Vogue Eyewear,115.0,https://assets.glasses.com/is/image/Glasses/8056597602129__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/prada/8056597618809,b'PR 11YV',Prada,307.0,https://assets.glasses.com/is/image/Glasses/8056597618809__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/collection-glasses/8056597437462,b'GK2002',GLASSES.COM,55.0,https://assets.glasses.com/is/image/Glasses/8056597437462__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/dolce-and-gabbana/8056597377621,b'DG5065',Dolce & Gabbana,248.0,https://assets.glasses.com/is/image/Glasses/8056597377621__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/tiffany/8056597334839,b'TF2206',Tiffany,332.0,https://assets.glasses.com/is/image/Glasses/8056597334839__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/persol/8056597471107,b'PO3189V',Persol,327.0,https://assets.glasses.com/is/image/Glasses/8056597471107__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/ralph-lauren/8056597553162,b'RL6217B',Ralph Lauren,238.0,https://assets.glasses.com/is/image/Glasses/8056597553162__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/versace/8056597712521,b'VE3327U',Versace,283.0,https://assets.glasses.com/is/image/Glasses/8056597712521__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/coach/725125385503,b'HC8359U CD455',Coach,170.0,https://assets.glasses.com/is/image/Glasses/725125385503__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/8056597812863,b'RA5301U',Ralph by Ralph Lauren,115.0,https://assets.glasses.com/is/image/Glasses/8056597812863__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/oakley/888392601544,b'OO9231 Heliostat',Oakley,130.0,https://assets.glasses.com/is/image/Glasses/888392601544__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/arnette/7895653259164,b'AN7230 Flamengo',Arnette,102.0,https://assets.glasses.com/is/image/Glasses/7895653259164__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/emporio-armani/8056597815789,b'EA3218',Emporio Armani,163.0,https://assets.glasses.com/is/image/Glasses/8056597815789__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/burberry/8056597829748,b'BE4389 Joni',Burberry,335.0,https://assets.glasses.com/is/image/Glasses/8056597829748__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/giorgio-armani/8056597833295,b'AR7242',Giorgio Armani,377.0,https://assets.glasses.com/is/image/Glasses/8056597833295__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/giorgio-armani/8053672392074,b'AR7074',Giorgio Armani,293.0,https://assets.glasses.com/is/image/Glasses/8053672392074__001.png?impolicy=GL_g-thumbnail-plp
https://www.glasses.com/gl-us/persol/713132362747,b'PO3007V',Persol,273.0,https://assets.glasses.com/is/image/Glasses/713132362747__001.png?impolicy=GL_g-thumbnail-plp
